,Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget,reading_pass_flag,math_pass_flag,pass_overall_flag
6693,6693,Christopher Martin,M,12th,Shelton High School,88,89,2,Charter,1761,1056600,1,1,1
6694,6694,Paul Stone,M,9th,Shelton High School,87,80,2,Charter,1761,1056600,1,1,1
6695,6695,Corey Christensen,M,9th,Shelton High School,70,86,2,Charter,1761,1056600,1,1,1
6696,6696,Grant Shaw,M,12th,Shelton High School,95,96,2,Charter,1761,1056600,1,1,1
6697,6697,Terry Schmidt,M,11th,Shelton High School,93,89,2,Charter,1761,1056600,1,1,1
6698,6698,Mark Grimes,M,11th,Shelton High School,90,75,2,Charter,1761,1056600,1,1,1
6699,6699,Mary Gonzalez,F,10th,Shelton High School,81,91,2,Charter,1761,1056600,1,1,1
6700,6700,Robert Parker,M,12th,Shelton High School,86,78,2,Charter,1761,1056600,1,1,1
6701,6701,Nicholas Mayer,M,11th,Shelton High School,74,83,2,Charter,1761,1056600,1,1,1
6702,6702,Brent Johnson,M,10th,Shelton High School,95,83,2,Charter,1761,1056600,1,1,1
6703,6703,Colin Williams,M,10th,Shelton High School,91,73,2,Charter,1761,1056600,1,1,1
6704,6704,Brittany Rodriguez,F,9th,Shelton High School,76,85,2,Charter,1761,1056600,1,1,1
6705,6705,Carrie Valdez,F,12th,Shelton High School,92,89,2,Charter,1761,1056600,1,1,1
6706,6706,Wendy Estrada,F,10th,Shelton High School,82,81,2,Charter,1761,1056600,1,1,1
6707,6707,Timothy Preston,M,10th,Shelton High School,69,71,2,Charter,1761,1056600,0,1,0
6708,6708,Johnny Byrd MD,M,9th,Shelton High School,81,98,2,Charter,1761,1056600,1,1,1
6709,6709,Jessica Graham,F,12th,Shelton High School,71,69,2,Charter,1761,1056600,1,0,0
6710,6710,Charles Olson,M,12th,Shelton High School,77,81,2,Charter,1761,1056600,1,1,1
6711,6711,Matthew Nguyen,M,11th,Shelton High School,80,86,2,Charter,1761,1056600,1,1,1
6712,6712,Wesley Page,M,9th,Shelton High School,80,84,2,Charter,1761,1056600,1,1,1
6713,6713,Lucas Mcbride,M,11th,Shelton High School,72,76,2,Charter,1761,1056600,1,1,1
6714,6714,Cristina Smith,F,9th,Shelton High School,70,82,2,Charter,1761,1056600,1,1,1
6715,6715,Kenneth Murphy,M,9th,Shelton High School,76,71,2,Charter,1761,1056600,1,1,1
6716,6716,Alicia Gray,F,10th,Shelton High School,69,84,2,Charter,1761,1056600,0,1,0
6717,6717,Theresa Smith,F,10th,Shelton High School,84,99,2,Charter,1761,1056600,1,1,1
6718,6718,Tyler Jordan,M,9th,Shelton High School,72,68,2,Charter,1761,1056600,1,0,0
6719,6719,Megan Nelson,F,12th,Shelton High School,86,99,2,Charter,1761,1056600,1,1,1
6720,6720,Sara Green,F,10th,Shelton High School,96,70,2,Charter,1761,1056600,1,1,1
6721,6721,Jeanette White,F,12th,Shelton High School,69,79,2,Charter,1761,1056600,0,1,0
6722,6722,Andrea Nguyen,F,12th,Shelton High School,84,79,2,Charter,1761,1056600,1,1,1
6723,6723,Nicole Burke MD,F,10th,Shelton High School,90,85,2,Charter,1761,1056600,1,1,1
6724,6724,Joan Mitchell,F,9th,Shelton High School,80,85,2,Charter,1761,1056600,1,1,1
6725,6725,Valerie Chapman,F,11th,Shelton High School,77,83,2,Charter,1761,1056600,1,1,1
6726,6726,Melissa Whitney,F,10th,Shelton High School,74,96,2,Charter,1761,1056600,1,1,1
6727,6727,Brett Banks DVM,M,9th,Shelton High School,77,78,2,Charter,1761,1056600,1,1,1
6728,6728,Joshua Ross,M,9th,Shelton High School,99,75,2,Charter,1761,1056600,1,1,1
6729,6729,Kristi Petersen,F,12th,Shelton High School,89,78,2,Charter,1761,1056600,1,1,1
6730,6730,Nicole Johnston,F,11th,Shelton High School,94,94,2,Charter,1761,1056600,1,1,1
6731,6731,Anthony Rose,M,9th,Shelton High School,88,81,2,Charter,1761,1056600,1,1,1
6732,6732,Jason Taylor,M,9th,Shelton High School,83,78,2,Charter,1761,1056600,1,1,1
6733,6733,Nathan Mullen,M,10th,Shelton High School,98,75,2,Charter,1761,1056600,1,1,1
6734,6734,Kristen Taylor,F,9th,Shelton High School,71,70,2,Charter,1761,1056600,1,1,1
6735,6735,Stacy Griffin,F,10th,Shelton High School,75,70,2,Charter,1761,1056600,1,1,1
6736,6736,Cassidy Collins,F,11th,Shelton High School,76,99,2,Charter,1761,1056600,1,1,1
6737,6737,Katie Mann,F,10th,Shelton High School,87,71,2,Charter,1761,1056600,1,1,1
6738,6738,Kari Lee,F,12th,Shelton High School,98,93,2,Charter,1761,1056600,1,1,1
6739,6739,Gary Meyer,M,12th,Shelton High School,69,91,2,Charter,1761,1056600,0,1,0
6740,6740,Mary Williams,F,10th,Shelton High School,92,77,2,Charter,1761,1056600,1,1,1
6741,6741,Melinda Lynch,F,12th,Shelton High School,79,77,2,Charter,1761,1056600,1,1,1
6742,6742,James Mills,M,10th,Shelton High School,74,77,2,Charter,1761,1056600,1,1,1
6743,6743,Martha Warner,F,9th,Shelton High School,80,84,2,Charter,1761,1056600,1,1,1
6744,6744,Emily Norton,F,10th,Shelton High School,70,86,2,Charter,1761,1056600,1,1,1
6745,6745,Alice Greene,F,10th,Shelton High School,99,76,2,Charter,1761,1056600,1,1,1
6746,6746,Christopher Moore,M,11th,Shelton High School,74,72,2,Charter,1761,1056600,1,1,1
6747,6747,Kevin Brown,M,11th,Shelton High School,80,72,2,Charter,1761,1056600,1,1,1
6748,6748,Joanna Brown,F,9th,Shelton High School,95,72,2,Charter,1761,1056600,1,1,1
6749,6749,Ashley Baker,F,12th,Shelton High School,92,85,2,Charter,1761,1056600,1,1,1
6750,6750,Richard Schneider,M,9th,Shelton High School,78,73,2,Charter,1761,1056600,1,1,1
6751,6751,Travis Santos,M,10th,Shelton High School,98,74,2,Charter,1761,1056600,1,1,1
6752,6752,Alan Jackson,M,12th,Shelton High School,91,93,2,Charter,1761,1056600,1,1,1
6753,6753,Michael Castaneda,M,9th,Shelton High School,72,94,2,Charter,1761,1056600,1,1,1
6754,6754,Mrs. Lori Johnson,F,9th,Shelton High School,85,93,2,Charter,1761,1056600,1,1,1
6755,6755,Pamela Keith,F,10th,Shelton High School,93,77,2,Charter,1761,1056600,1,1,1
6756,6756,Robert West,M,9th,Shelton High School,76,84,2,Charter,1761,1056600,1,1,1
6757,6757,Julia Johnson,F,11th,Shelton High School,78,84,2,Charter,1761,1056600,1,1,1
6758,6758,Barbara Jones,F,11th,Shelton High School,94,89,2,Charter,1761,1056600,1,1,1
6759,6759,John Yang,M,11th,Shelton High School,92,77,2,Charter,1761,1056600,1,1,1
6760,6760,Kimberly Reyes,F,10th,Shelton High School,93,98,2,Charter,1761,1056600,1,1,1
6761,6761,Kenneth Bryant,M,9th,Shelton High School,98,90,2,Charter,1761,1056600,1,1,1
6762,6762,Zachary Williams,M,11th,Shelton High School,97,77,2,Charter,1761,1056600,1,1,1
6763,6763,Keith Howard,M,9th,Shelton High School,98,91,2,Charter,1761,1056600,1,1,1
6764,6764,James Rosales,M,9th,Shelton High School,78,95,2,Charter,1761,1056600,1,1,1
6765,6765,Candice Jordan,F,9th,Shelton High School,87,78,2,Charter,1761,1056600,1,1,1
6766,6766,Michelle Howell,F,11th,Shelton High School,77,91,2,Charter,1761,1056600,1,1,1
6767,6767,John Smith,M,9th,Shelton High School,95,73,2,Charter,1761,1056600,1,1,1
6768,6768,Patrick Taylor,M,11th,Shelton High School,72,82,2,Charter,1761,1056600,1,1,1
6769,6769,Paul Sheppard,M,12th,Shelton High School,74,99,2,Charter,1761,1056600,1,1,1
6770,6770,William Marshall,M,10th,Shelton High School,69,69,2,Charter,1761,1056600,0,0,0
6771,6771,Kelly Parsons,F,9th,Shelton High School,81,68,2,Charter,1761,1056600,1,0,0
6772,6772,Anthony Schultz,M,12th,Shelton High School,82,79,2,Charter,1761,1056600,1,1,1
6773,6773,Nathan Reeves,M,12th,Shelton High School,98,98,2,Charter,1761,1056600,1,1,1
6774,6774,Jeffery Thompson,M,12th,Shelton High School,80,80,2,Charter,1761,1056600,1,1,1
6775,6775,Margaret Mercado,F,9th,Shelton High School,76,88,2,Charter,1761,1056600,1,1,1
6776,6776,Taylor Baker,F,12th,Shelton High School,71,88,2,Charter,1761,1056600,1,1,1
6777,6777,Rachel Anderson,F,11th,Shelton High School,79,79,2,Charter,1761,1056600,1,1,1
6778,6778,Jeffrey Smith,M,11th,Shelton High School,92,89,2,Charter,1761,1056600,1,1,1
6779,6779,Todd Dean,M,10th,Shelton High School,69,96,2,Charter,1761,1056600,0,1,0
6780,6780,Mindy Sims,F,10th,Shelton High School,80,70,2,Charter,1761,1056600,1,1,1
6781,6781,Benjamin Alvarado,M,9th,Shelton High School,74,68,2,Charter,1761,1056600,1,0,0
6782,6782,Dominique Estrada,F,10th,Shelton High School,86,76,2,Charter,1761,1056600,1,1,1
6783,6783,Samuel Davis,M,12th,Shelton High School,83,74,2,Charter,1761,1056600,1,1,1
6784,6784,Cory Maddox,M,11th,Shelton High School,95,92,2,Charter,1761,1056600,1,1,1
6785,6785,Lisa Smith,F,11th,Shelton High School,70,76,2,Charter,1761,1056600,1,1,1
6786,6786,Kylie Gonzalez,F,9th,Shelton High School,96,90,2,Charter,1761,1056600,1,1,1
6787,6787,Calvin Scott,M,11th,Shelton High School,85,80,2,Charter,1761,1056600,1,1,1
6788,6788,Rebecca Whitehead,F,10th,Shelton High School,92,92,2,Charter,1761,1056600,1,1,1
6789,6789,Victoria Hicks,F,11th,Shelton High School,70,76,2,Charter,1761,1056600,1,1,1
6790,6790,Kimberly Tucker,F,9th,Shelton High School,70,86,2,Charter,1761,1056600,1,1,1
6791,6791,Jessica Soto,F,10th,Shelton High School,86,72,2,Charter,1761,1056600,1,1,1
6792,6792,Juan Rojas,M,9th,Shelton High School,85,71,2,Charter,1761,1056600,1,1,1
6793,6793,Vanessa Shaw,F,10th,Shelton High School,77,79,2,Charter,1761,1056600,1,1,1
6794,6794,Glenn Mcdonald,M,12th,Shelton High School,89,97,2,Charter,1761,1056600,1,1,1
6795,6795,Cody Smith,M,12th,Shelton High School,71,90,2,Charter,1761,1056600,1,1,1
6796,6796,Brian Munoz,M,10th,Shelton High School,95,81,2,Charter,1761,1056600,1,1,1
6797,6797,Katherine Stephens,F,12th,Shelton High School,89,93,2,Charter,1761,1056600,1,1,1
6798,6798,Abigail Moore,F,9th,Shelton High School,78,94,2,Charter,1761,1056600,1,1,1
6799,6799,William Mitchell,M,12th,Shelton High School,75,68,2,Charter,1761,1056600,1,0,0
6800,6800,Colton Cook,M,10th,Shelton High School,82,85,2,Charter,1761,1056600,1,1,1
6801,6801,Patricia Watson,F,11th,Shelton High School,94,90,2,Charter,1761,1056600,1,1,1
6802,6802,Zachary Greer,M,9th,Shelton High School,84,92,2,Charter,1761,1056600,1,1,1
6803,6803,Emily George,F,10th,Shelton High School,96,99,2,Charter,1761,1056600,1,1,1
6804,6804,Hector Estrada,M,11th,Shelton High School,79,78,2,Charter,1761,1056600,1,1,1
6805,6805,Michael Whitehead,M,9th,Shelton High School,78,88,2,Charter,1761,1056600,1,1,1
6806,6806,Alexander Hughes,M,11th,Shelton High School,99,72,2,Charter,1761,1056600,1,1,1
6807,6807,Lisa King,F,9th,Shelton High School,71,72,2,Charter,1761,1056600,1,1,1
6808,6808,Amanda Murphy,F,12th,Shelton High School,82,78,2,Charter,1761,1056600,1,1,1
6809,6809,William Roberts,M,10th,Shelton High School,81,80,2,Charter,1761,1056600,1,1,1
6810,6810,James Turner,M,12th,Shelton High School,95,87,2,Charter,1761,1056600,1,1,1
6811,6811,Matthew Hayes,M,9th,Shelton High School,82,87,2,Charter,1761,1056600,1,1,1
6812,6812,Michelle Mendez,F,12th,Shelton High School,80,76,2,Charter,1761,1056600,1,1,1
6813,6813,Melinda Benton,F,10th,Shelton High School,92,87,2,Charter,1761,1056600,1,1,1
6814,6814,Megan Perez,F,10th,Shelton High School,79,87,2,Charter,1761,1056600,1,1,1
6815,6815,Alex Bernard,M,12th,Shelton High School,95,88,2,Charter,1761,1056600,1,1,1
6816,6816,Tina Valencia,F,11th,Shelton High School,94,94,2,Charter,1761,1056600,1,1,1
6817,6817,Michael Shea MD,M,12th,Shelton High School,76,81,2,Charter,1761,1056600,1,1,1
6818,6818,Maria Allen,F,10th,Shelton High School,71,82,2,Charter,1761,1056600,1,1,1
6819,6819,Connie Garcia,F,10th,Shelton High School,98,84,2,Charter,1761,1056600,1,1,1
6820,6820,Chad Hall,M,12th,Shelton High School,94,99,2,Charter,1761,1056600,1,1,1
6821,6821,Tiffany Foster,F,11th,Shelton High School,84,68,2,Charter,1761,1056600,1,0,0
6822,6822,Nathan Marshall,M,9th,Shelton High School,83,92,2,Charter,1761,1056600,1,1,1
6823,6823,Scott Roth,M,11th,Shelton High School,77,79,2,Charter,1761,1056600,1,1,1
6824,6824,Shelley Spears,F,11th,Shelton High School,81,72,2,Charter,1761,1056600,1,1,1
6825,6825,John Sullivan,M,11th,Shelton High School,76,88,2,Charter,1761,1056600,1,1,1
6826,6826,Brian Lam,M,10th,Shelton High School,92,76,2,Charter,1761,1056600,1,1,1
6827,6827,Jennifer Henderson,F,12th,Shelton High School,92,81,2,Charter,1761,1056600,1,1,1
6828,6828,Katherine Jordan,F,11th,Shelton High School,74,80,2,Charter,1761,1056600,1,1,1
6829,6829,Alejandra Dickson,F,9th,Shelton High School,73,75,2,Charter,1761,1056600,1,1,1
6830,6830,Maria Espinoza,F,11th,Shelton High School,99,69,2,Charter,1761,1056600,1,0,0
6831,6831,Misty Thomas,F,12th,Shelton High School,83,79,2,Charter,1761,1056600,1,1,1
6832,6832,Spencer Anderson,M,9th,Shelton High School,93,80,2,Charter,1761,1056600,1,1,1
6833,6833,Daniel Snyder,M,9th,Shelton High School,81,97,2,Charter,1761,1056600,1,1,1
6834,6834,Jesse Miller,M,10th,Shelton High School,98,69,2,Charter,1761,1056600,1,0,0
6835,6835,Jesse Thompson DDS,M,9th,Shelton High School,88,90,2,Charter,1761,1056600,1,1,1
6836,6836,Gloria Gardner,F,11th,Shelton High School,84,84,2,Charter,1761,1056600,1,1,1
6837,6837,Jessica Thomas,F,11th,Shelton High School,87,76,2,Charter,1761,1056600,1,1,1
6838,6838,Eugene Wright,M,9th,Shelton High School,81,95,2,Charter,1761,1056600,1,1,1
6839,6839,Rebekah Reed,F,10th,Shelton High School,77,75,2,Charter,1761,1056600,1,1,1
6840,6840,Kevin Contreras,M,9th,Shelton High School,80,84,2,Charter,1761,1056600,1,1,1
6841,6841,Michael Ward,M,11th,Shelton High School,72,78,2,Charter,1761,1056600,1,1,1
6842,6842,Mason Collins,M,10th,Shelton High School,82,85,2,Charter,1761,1056600,1,1,1
6843,6843,Taylor Klein,F,12th,Shelton High School,90,77,2,Charter,1761,1056600,1,1,1
6844,6844,Brenda Nolan,F,12th,Shelton High School,84,68,2,Charter,1761,1056600,1,0,0
6845,6845,Timothy Parks,M,11th,Shelton High School,93,81,2,Charter,1761,1056600,1,1,1
6846,6846,Thomas Long,M,11th,Shelton High School,75,75,2,Charter,1761,1056600,1,1,1
6847,6847,Christine Bates,F,10th,Shelton High School,85,84,2,Charter,1761,1056600,1,1,1
6848,6848,Seth Johnson,M,11th,Shelton High School,92,94,2,Charter,1761,1056600,1,1,1
6849,6849,Timothy Mccall,M,9th,Shelton High School,93,98,2,Charter,1761,1056600,1,1,1
6850,6850,Brooke Simpson DVM,F,9th,Shelton High School,80,72,2,Charter,1761,1056600,1,1,1
6851,6851,Ashley Fuller,F,11th,Shelton High School,74,89,2,Charter,1761,1056600,1,1,1
6852,6852,Rebecca Garner,F,9th,Shelton High School,82,92,2,Charter,1761,1056600,1,1,1
6853,6853,Martha Smith,F,12th,Shelton High School,75,90,2,Charter,1761,1056600,1,1,1
6854,6854,Terry Richardson,M,9th,Shelton High School,94,76,2,Charter,1761,1056600,1,1,1
6855,6855,Vanessa Le,F,10th,Shelton High School,81,89,2,Charter,1761,1056600,1,1,1
6856,6856,Jessica Hansen,F,12th,Shelton High School,96,94,2,Charter,1761,1056600,1,1,1
6857,6857,James Brennan,M,12th,Shelton High School,79,98,2,Charter,1761,1056600,1,1,1
6858,6858,Erin Hall,F,11th,Shelton High School,70,78,2,Charter,1761,1056600,1,1,1
6859,6859,Kayla Hinton,F,12th,Shelton High School,75,76,2,Charter,1761,1056600,1,1,1
6860,6860,Michaela Knox,F,9th,Shelton High School,91,81,2,Charter,1761,1056600,1,1,1
6861,6861,Annette Herrera,F,10th,Shelton High School,77,82,2,Charter,1761,1056600,1,1,1
6862,6862,Bryan Glenn,M,11th,Shelton High School,93,79,2,Charter,1761,1056600,1,1,1
6863,6863,Mr. Michael Davis,M,9th,Shelton High School,95,85,2,Charter,1761,1056600,1,1,1
6864,6864,Cory Saunders,M,9th,Shelton High School,93,98,2,Charter,1761,1056600,1,1,1
6865,6865,Angela Guzman,F,10th,Shelton High School,81,79,2,Charter,1761,1056600,1,1,1
6866,6866,Vanessa Palmer,F,11th,Shelton High School,76,96,2,Charter,1761,1056600,1,1,1
6867,6867,Patricia Montoya,F,11th,Shelton High School,70,70,2,Charter,1761,1056600,1,1,1
6868,6868,Mercedes Gilbert,F,9th,Shelton High School,83,87,2,Charter,1761,1056600,1,1,1
6869,6869,Kristina Estrada,F,9th,Shelton High School,75,78,2,Charter,1761,1056600,1,1,1
6870,6870,Jeffrey Kemp,M,12th,Shelton High School,90,85,2,Charter,1761,1056600,1,1,1
6871,6871,Miguel Lamb,M,12th,Shelton High School,83,87,2,Charter,1761,1056600,1,1,1
6872,6872,Mark Foster,M,12th,Shelton High School,77,77,2,Charter,1761,1056600,1,1,1
6873,6873,Shannon Velazquez,F,9th,Shelton High School,80,68,2,Charter,1761,1056600,1,0,0
6874,6874,Paul Cox,M,9th,Shelton High School,82,90,2,Charter,1761,1056600,1,1,1
6875,6875,Timothy Bauer,M,11th,Shelton High School,94,98,2,Charter,1761,1056600,1,1,1
6876,6876,Kimberly Collins,F,12th,Shelton High School,72,78,2,Charter,1761,1056600,1,1,1
6877,6877,Kevin Fitzgerald,M,9th,Shelton High School,98,80,2,Charter,1761,1056600,1,1,1
6878,6878,Randy Krause,M,11th,Shelton High School,83,90,2,Charter,1761,1056600,1,1,1
6879,6879,Rachel Vasquez,F,9th,Shelton High School,80,93,2,Charter,1761,1056600,1,1,1
6880,6880,Jason Taylor,M,10th,Shelton High School,69,92,2,Charter,1761,1056600,0,1,0
6881,6881,Stacey Oliver,F,11th,Shelton High School,82,82,2,Charter,1761,1056600,1,1,1
6882,6882,David Jones,M,9th,Shelton High School,97,80,2,Charter,1761,1056600,1,1,1
6883,6883,Adrian Griffin,M,10th,Shelton High School,93,94,2,Charter,1761,1056600,1,1,1
6884,6884,Donna Mitchell,F,10th,Shelton High School,82,98,2,Charter,1761,1056600,1,1,1
6885,6885,Eric Pena,M,12th,Shelton High School,74,90,2,Charter,1761,1056600,1,1,1
6886,6886,Betty Hernandez,F,10th,Shelton High School,70,83,2,Charter,1761,1056600,1,1,1
6887,6887,Alexis Jackson,F,12th,Shelton High School,92,78,2,Charter,1761,1056600,1,1,1
6888,6888,Katherine Hart,F,9th,Shelton High School,74,94,2,Charter,1761,1056600,1,1,1
6889,6889,Aaron Duncan,M,9th,Shelton High School,75,81,2,Charter,1761,1056600,1,1,1
6890,6890,Travis Woods,M,10th,Shelton High School,90,77,2,Charter,1761,1056600,1,1,1
6891,6891,Diana Newman,F,9th,Shelton High School,95,99,2,Charter,1761,1056600,1,1,1
6892,6892,Bradley Smith,M,11th,Shelton High School,96,77,2,Charter,1761,1056600,1,1,1
6893,6893,Tamara Valdez,F,9th,Shelton High School,69,90,2,Charter,1761,1056600,0,1,0
6894,6894,Dana Cortez,F,10th,Shelton High School,97,92,2,Charter,1761,1056600,1,1,1
6895,6895,Deborah West,F,12th,Shelton High School,73,69,2,Charter,1761,1056600,1,0,0
6896,6896,Diana Boone,F,12th,Shelton High School,90,69,2,Charter,1761,1056600,1,0,0
6897,6897,Pamela Dougherty,F,9th,Shelton High School,99,87,2,Charter,1761,1056600,1,1,1
6898,6898,Debra Rivas,F,9th,Shelton High School,80,93,2,Charter,1761,1056600,1,1,1
6899,6899,Mindy Monroe,F,11th,Shelton High School,87,78,2,Charter,1761,1056600,1,1,1
6900,6900,Monica Bailey,F,10th,Shelton High School,79,84,2,Charter,1761,1056600,1,1,1
6901,6901,Earl Sims,M,10th,Shelton High School,74,96,2,Charter,1761,1056600,1,1,1
6902,6902,Richard Kirk,M,12th,Shelton High School,86,96,2,Charter,1761,1056600,1,1,1
6903,6903,Keith Flowers,M,12th,Shelton High School,73,91,2,Charter,1761,1056600,1,1,1
6904,6904,Ronald Henderson,M,11th,Shelton High School,91,86,2,Charter,1761,1056600,1,1,1
6905,6905,Michael Anderson,M,9th,Shelton High School,99,87,2,Charter,1761,1056600,1,1,1
6906,6906,Brent Hicks,M,10th,Shelton High School,71,77,2,Charter,1761,1056600,1,1,1
6907,6907,James Ali,M,9th,Shelton High School,75,96,2,Charter,1761,1056600,1,1,1
6908,6908,Allison Young,F,10th,Shelton High School,81,95,2,Charter,1761,1056600,1,1,1
6909,6909,Scott Lin,M,12th,Shelton High School,79,74,2,Charter,1761,1056600,1,1,1
6910,6910,Michael Wood,M,11th,Shelton High School,98,88,2,Charter,1761,1056600,1,1,1
6911,6911,Christopher Pacheco,M,9th,Shelton High School,99,70,2,Charter,1761,1056600,1,1,1
6912,6912,Eric Moyer,M,12th,Shelton High School,75,93,2,Charter,1761,1056600,1,1,1
6913,6913,Susan Ibarra,F,11th,Shelton High School,91,91,2,Charter,1761,1056600,1,1,1
6914,6914,Henry Olson,M,12th,Shelton High School,86,69,2,Charter,1761,1056600,1,0,0
6915,6915,Terry Hansen,M,9th,Shelton High School,72,93,2,Charter,1761,1056600,1,1,1
6916,6916,Bonnie Burke,F,12th,Shelton High School,84,83,2,Charter,1761,1056600,1,1,1
6917,6917,Elizabeth Holloway,F,11th,Shelton High School,78,95,2,Charter,1761,1056600,1,1,1
6918,6918,Tracy Byrd,M,9th,Shelton High School,70,95,2,Charter,1761,1056600,1,1,1
6919,6919,Mr. Thomas White,M,10th,Shelton High School,86,97,2,Charter,1761,1056600,1,1,1
6920,6920,Margaret Gomez,F,9th,Shelton High School,83,94,2,Charter,1761,1056600,1,1,1
6921,6921,Leslie Jones,F,9th,Shelton High School,97,69,2,Charter,1761,1056600,1,0,0
6922,6922,Andrea Murphy,F,11th,Shelton High School,78,81,2,Charter,1761,1056600,1,1,1
6923,6923,Allison Mckinney,F,9th,Shelton High School,83,82,2,Charter,1761,1056600,1,1,1
6924,6924,Lisa Ali,F,11th,Shelton High School,73,85,2,Charter,1761,1056600,1,1,1
6925,6925,Kathleen Molina,F,11th,Shelton High School,95,85,2,Charter,1761,1056600,1,1,1
6926,6926,Todd Trevino,M,11th,Shelton High School,91,85,2,Charter,1761,1056600,1,1,1
6927,6927,Jessica Scott DDS,F,12th,Shelton High School,99,73,2,Charter,1761,1056600,1,1,1
6928,6928,Frank Braun,M,10th,Shelton High School,80,83,2,Charter,1761,1056600,1,1,1
6929,6929,Meghan Armstrong,F,10th,Shelton High School,77,85,2,Charter,1761,1056600,1,1,1
6930,6930,Eric Goodwin,M,11th,Shelton High School,93,86,2,Charter,1761,1056600,1,1,1
6931,6931,Nicole Snyder,F,11th,Shelton High School,85,69,2,Charter,1761,1056600,1,0,0
6932,6932,Jennifer Cohen,F,12th,Shelton High School,90,84,2,Charter,1761,1056600,1,1,1
6933,6933,Bruce Boyer,M,9th,Shelton High School,69,87,2,Charter,1761,1056600,0,1,0
6934,6934,Jennifer Vazquez,F,11th,Shelton High School,92,85,2,Charter,1761,1056600,1,1,1
6935,6935,John Gilmore,M,10th,Shelton High School,96,72,2,Charter,1761,1056600,1,1,1
6936,6936,Pamela Robinson,F,12th,Shelton High School,91,84,2,Charter,1761,1056600,1,1,1
6937,6937,Jared Reid,M,11th,Shelton High School,91,72,2,Charter,1761,1056600,1,1,1
6938,6938,Renee Richards,F,11th,Shelton High School,90,68,2,Charter,1761,1056600,1,0,0
6939,6939,Michael White,M,10th,Shelton High School,74,99,2,Charter,1761,1056600,1,1,1
6940,6940,Mark Holmes,M,10th,Shelton High School,80,89,2,Charter,1761,1056600,1,1,1
6941,6941,Elizabeth Dominguez,F,9th,Shelton High School,99,95,2,Charter,1761,1056600,1,1,1
6942,6942,Joshua Harris,M,12th,Shelton High School,90,92,2,Charter,1761,1056600,1,1,1
6943,6943,Ashley Summers,F,10th,Shelton High School,95,70,2,Charter,1761,1056600,1,1,1
6944,6944,Jennifer Kelly,F,9th,Shelton High School,70,81,2,Charter,1761,1056600,1,1,1
6945,6945,Regina Ramirez,F,9th,Shelton High School,90,70,2,Charter,1761,1056600,1,1,1
6946,6946,Stephen Bowman,M,11th,Shelton High School,87,70,2,Charter,1761,1056600,1,1,1
6947,6947,Sylvia Nguyen,F,12th,Shelton High School,76,74,2,Charter,1761,1056600,1,1,1
6948,6948,David Lee,M,12th,Shelton High School,75,87,2,Charter,1761,1056600,1,1,1
6949,6949,Thomas Boone,M,12th,Shelton High School,78,92,2,Charter,1761,1056600,1,1,1
6950,6950,Kenneth Jensen,M,10th,Shelton High School,92,76,2,Charter,1761,1056600,1,1,1
6951,6951,Jeffrey Merritt,M,12th,Shelton High School,94,80,2,Charter,1761,1056600,1,1,1
6952,6952,Sandra Woodward,F,11th,Shelton High School,79,99,2,Charter,1761,1056600,1,1,1
6953,6953,Rita Dunlap,F,9th,Shelton High School,97,71,2,Charter,1761,1056600,1,1,1
6954,6954,Elizabeth Henderson,F,11th,Shelton High School,87,77,2,Charter,1761,1056600,1,1,1
6955,6955,Benjamin Hernandez,M,9th,Shelton High School,82,87,2,Charter,1761,1056600,1,1,1
6956,6956,Christopher Wright,M,12th,Shelton High School,78,97,2,Charter,1761,1056600,1,1,1
6957,6957,John Johnson,M,12th,Shelton High School,89,95,2,Charter,1761,1056600,1,1,1
6958,6958,Marc Wilson,M,9th,Shelton High School,71,72,2,Charter,1761,1056600,1,1,1
6959,6959,Nancy Castillo,F,11th,Shelton High School,82,72,2,Charter,1761,1056600,1,1,1
6960,6960,Jeffrey Walsh,M,11th,Shelton High School,96,97,2,Charter,1761,1056600,1,1,1
6961,6961,Lee Mooney,M,11th,Shelton High School,90,89,2,Charter,1761,1056600,1,1,1
6962,6962,Jennifer Crosby,F,10th,Shelton High School,80,74,2,Charter,1761,1056600,1,1,1
6963,6963,Allison Hawkins,F,10th,Shelton High School,73,95,2,Charter,1761,1056600,1,1,1
6964,6964,Adam Hunt,M,12th,Shelton High School,79,83,2,Charter,1761,1056600,1,1,1
6965,6965,Mr. Michael Burton,M,9th,Shelton High School,82,86,2,Charter,1761,1056600,1,1,1
6966,6966,Amanda Kim,F,9th,Shelton High School,81,71,2,Charter,1761,1056600,1,1,1
6967,6967,Kurt Lucas,M,10th,Shelton High School,94,89,2,Charter,1761,1056600,1,1,1
6968,6968,Jose Jackson,M,9th,Shelton High School,98,83,2,Charter,1761,1056600,1,1,1
6969,6969,Amanda Randall,F,10th,Shelton High School,79,71,2,Charter,1761,1056600,1,1,1
6970,6970,Joseph Robinson,M,10th,Shelton High School,86,92,2,Charter,1761,1056600,1,1,1
6971,6971,James Jenkins,M,10th,Shelton High School,99,87,2,Charter,1761,1056600,1,1,1
6972,6972,Hannah Peterson,F,9th,Shelton High School,70,95,2,Charter,1761,1056600,1,1,1
6973,6973,Teresa Phillips,F,9th,Shelton High School,89,95,2,Charter,1761,1056600,1,1,1
